210, Richard Sandro, Alvarez Bustamante, 23562730, richardsandro.alvarezbustamante@test.com, MASCULINO, JekvPA41pl, 231125, 
211, Fabian, Vera Lopez, 66957289, fabian.veralopez@hotmail.com, MASCULINO, M4gIZTg0Yr, 230523, 
212, Amelia Nancy, Palacios Palomino, 49425044, amelianancy.palaciospalomino@example.com, FEMENINO, Q6lENwd6Tn, 231115, 240511
213, Jeffer Jesus, Cabana Gonzalez, 80247430, jefferjesus.cabanagonzalez@gmail.com, MASCULINO, W2f7GO8pyP, 230522, 
214, Jessica Carlota, Lara Montero, 16191643, jessicacarlota.laramontero@example.com, FEMENINO, wKoaZCMQUo, 230225, 240516
215, Karla Amelia, Carrascal Caceres, 74080999, karlaamelia.carrascalcaceres@usmp.pe, FEMENINO, NtiOEZhnRZ, 230711, 
216, Jazmin, Lagos Duran, 11654469, jazmin.lagosduran@example.com, FEMENINO, y8BD0Jg9Rl, 230602, 240114
217, Martin Alan, Amaya Palomino, 53066511, martinalan.amayapalomino@example.com, MASCULINO, YN6pUHN2Cv, 230801, 240120
218, Ruben, Barriga Quiroz, 59336353, ruben.barrigaquiroz@gmail.com, MASCULINO, g1rNs32hSi, 230414, 240522
219, Arnold Bill, Martin Culqui, 69260671, arnoldbill.martinculqui@example.com, MASCULINO, WrQMR7Pw2Z, 230419, 
220, Melany Victoria, Garcia Alcas, 83698494, melanyvictoria.garciaalcas@example.com, FEMENINO, Y2zeY4Iu7K, 230712, 240317
221, Fabian Ronald, Auccapuma Prada, 15327744, fabianronald.auccapumaprada@example.com, MASCULINO, MDMzQO4Sw4, 230216, 
222, Gerardo Noel, Morante Granados, 88172331, gerardonoel.morantegranados@gmail.com, MASCULINO, rZeb7PuN9j, 230902, 240420
223, Jair Jhon, Leon Campos, 73319111, jairjhon.leoncampos@test.com, MASCULINO, cUd1ANcI12, 230423, 
224, Jair Emanuel, Yamao Alcas, 81937207, jairemanuel.yamaoalcas@example.com, MASCULINO, A2iNdvYgyO, 230612, 240404
225, Nick, Balcazar Silva, 39836987, nick.balcazarsilva@gmail.com, MASCULINO, r7AJEYTLNk, 231227, 241111
226, Julio, Bances Inca, 33399139, julio.bancesinca@email.com, MASCULINO, Lr7I1g4sqZ, 230911, 240724
227, Logan, Carmona Farje, 81786660, logan.carmonafarje@gmail.com, MASCULINO, SLfIEEbXNd, 230218, 241025
228, Alexandra Yessenia, Alegria Basurco, 49053346, alexandrayessenia.alegriabasurco@hotmail.com, FEMENINO, yKk8JtfJNR, 230401, 240725
229, Melany Raquel, Lopez Briceno, 62556347, melanyraquel.lopezbriceno@email.com, FEMENINO, S2LrZKoRrB, 230406, 
230, Brayan Ander, Cuba Carrascal, 34216730, brayanander.cubacarrascal@hotmail.com, MASCULINO, 5O1KG5HH7F, 230529, 
231, Ignacio, Montalvo Montero, 39936874, ignacio.montalvomontero@hotmail.com, MASCULINO, FCa7JViFXL, 230208, 
232, Deyvis, Palomino Rodriguez, 93467625, deyvis.palominorodriguez@usmp.pe, MASCULINO, nk1eOgzopb, 230428, 
233, Tracy, Picasso Pastrana, 30828954, tracy.picassopastrana@example.com, FEMENINO, Lst3mFBbeX, 230627, 
234, Willie Cristobal, Picasso Bayona, 66767714, williecristobal.picassobayona@usmp.pe, MASCULINO, 2B6kMQzWHZ, 230114, 240320
235, Viviana Kiara, Ambrosio Carrion, 54840708, vivianakiara.ambrosiocarrion@email.com, FEMENINO, wOoYqB7Omn, 230106, 240130
236, Alessandro Rafael, Flores Cuba, 09821589, alessandrorafael.florescuba@email.com, MASCULINO, 6tMDkSXQCg, 230708, 240519
237, Ramon, Arbulu Bruno, 34688351, ramon.arbulubruno@gmail.com, MASCULINO, PFG7vC9LEl, 230420, 
238, Carla Yessenia, Duarte Rengifo, 07906805, carlayessenia.duarterengifo@hotmail.com, FEMENINO, tIOJrO9Jjp, 231126, 
239, Carla, Montalvo Ibanez, 03852597, carla.montalvoibanez@hotmail.com, FEMENINO, VnnBZuAwMS, 230705, 
240, Susana, Palacios Aiquipa, 59574514, susana.palaciosaiquipa@usmp.pe, FEMENINO, xr00SedMmi, 231129, 
241, Bill Ruben, Nieves Gonzales, 37928547, billruben.nievesgonzales@usmp.pe, MASCULINO, PqdIOlPKbq, 230515, 241129
242, Paola Mirella, Ticlla Anco, 93385671, paolamirella.ticllaanco@gmail.com, FEMENINO, h3IWmDG0iv, 230317, 
243, Bill, Bellido Ayala, 12729090, bill.bellidoayala@gmail.com, MASCULINO, jOuy7xrc30, 230412, 240319
244, Cesar, Basurco Yllanes, 48767753, cesar.basurcoyllanes@gmail.com, MASCULINO, jkkrWFnRn3, 231218, 
245, Elisban Emiliano, Cherres Reyes, 72961735, elisbanemiliano.cherresreyes@gmail.com, MASCULINO, in8d4pfXtZ, 231226, 
246, Eiriku, Lopez Mancilla, 86081565, eiriku.lopezmancilla@example.com, MASCULINO, F5Uqj2EwMt, 231127, 240813
247, Yohana Alessia, Amaya Tello, 81609540, yohanaalessia.amayatello@example.com, FEMENINO, l0MVBhlMY1, 230115, 241023
248, Ivonne, Marino Asin, 90468316, ivonne.marinoasin@test.com, FEMENINO, RcYBGh95tZ, 230729, 
249, Marcia Geraldine, LLantoy Amancay, 65185226, marciageraldine.llantoyamancay@gmail.com, FEMENINO, 1ZQMevTLlW, 230404, 240913
250, Abraham, Huamantinco Gomez, 61286831, abraham.huamantincogomez@email.com, MASCULINO, Cg7VhbSqIt, 230903, 241024
251, Araceli, Casma Velasquez, 55484765, araceli.casmavelasquez@usmp.pe, FEMENINO, AI1I5rqDDA, 231031, 
252, Jack Tony, Castillo Nino, 26319008, jacktony.castillonino@test.com, MASCULINO, 7qPTDIPBW7, 230712, 
253, Antonella, Ramirez Vilca, 23620392, antonella.ramirezvilca@hotmail.com, FEMENINO, wU7f51SYgH, 230730, 240212
254, Cristina Veronica, Gomero Auccapuma, 36151889, cristinaveronica.gomeroauccapuma@hotmail.com, FEMENINO, mji03Okf1U, 231224, 240915
255, Elisban Joe, Prada Coaguila, 80715353, elisbanjoe.pradacoaguila@hotmail.com, MASCULINO, GY6Yw9GBZu, 230622, 
256, Sara, Asencios Brena, 04385593, sara.asenciosbrena@test.com, FEMENINO, nPK81YTsQ7, 231118, 240810
257, Sandro, Corrales Alcedo, 77190839, sandro.corralesalcedo@gmail.com, MASCULINO, pXCVGB4qLv, 230203, 240212
258, Ronaldo, Escalante Villalobos, 10345259, ronaldo.escalantevillalobos@gmail.com, MASCULINO, SD3w29oJgo, 231107, 
259, Yuli Giannina, Aiquipa Arpasi, 68835437, yuligiannina.aiquipaarpasi@usmp.pe, FEMENINO, o0nQqi0uJJ, 231230, 240113
260, Oscar, Perez Pastrana, 16857549, oscar.perezpastrana@usmp.pe, MASCULINO, 3U7mH67GFC, 230216, 240315
261, Mauricio Roni, Salas Ancco, 46501945, mauricioroni.salasancco@usmp.pe, MASCULINO, lPGnszOAz0, 230808, 240412
262, Shantal, Poma Estrada, 26165489, shantal.pomaestrada@gmail.com, FEMENINO, DM8tU4GCCl, 230828, 240504
263, Alvaro Domingo, Montoya Avalos, 55807508, alvarodomingo.montoyaavalos@hotmail.com, MASCULINO, zsGHPneM01, 230515, 240606
264, Roxana, Arevalo Cahuana, 35488323, roxana.arevalocahuana@gmail.com, FEMENINO, ifu3LMpSio, 231005, 241024
265, Luis, Sullca Corrales, 57948986, luis.sullcacorrales@usmp.pe, MASCULINO, dCFzW4hZrU, 231206, 
266, Ada Fiorella, Lucero Prada, 35274395, adafiorella.luceroprada@usmp.pe, FEMENINO, tBGlheIUdh, 230720, 
267, Leonardo, Abad Carrillo, 06277621, leonardo.abadcarrillo@gmail.com, MASCULINO, 0QSiP5hLFa, 231216, 
268, Alexandra, Flores Farfan, 01076889, alexandra.floresfarfan@gmail.com, FEMENINO, u5M1IWwHpH, 231220, 
269, Robert, Acuna Bances, 94920821, robert.acunabances@example.com, MASCULINO, MQGGTPmWz0, 230522, 240125
270, Gladys, Magallan Alva, 47145474, gladys.magallanalva@hotmail.com, FEMENINO, cv0LCkwA91, 230102, 240810
271, Nicoll, Abanto Ochoa, 94269886, nicoll.abantoochoa@usmp.pe, FEMENINO, GyNlIO9m1u, 230527, 
272, Susana, Flores Ticlla, 73612268, susana.floresticlla@test.com, FEMENINO, QQxcvspap7, 230210, 240127
273, Rafael, Calixto Azabache, 95714509, rafael.calixtoazabache@email.com, MASCULINO, 9b5sRK49Y4, 230325, 
274, Franco Adrian, Arce Arboleda, 05771099, francoadrian.arcearboleda@usmp.pe, MASCULINO, dh8Bvpw3hO, 230420, 
275, Angelo, Gomero Poma, 40371273, angelo.gomeropoma@usmp.pe, MASCULINO, Z2MbisaS7a, 230902, 
276, Irene Vanessa, Barrera Alba, 12459023, irenevanessa.barreraalba@gmail.com, FEMENINO, UF5iQ8X5jk, 231006, 241021
277, Albert, Camones Butron, 22092669, albert.camonesbutron@hotmail.com, MASCULINO, CRAuSy8946, 230113, 240927
278, Mariano, Cuba Avalos, 41589243, mariano.cubaavalos@hotmail.com, MASCULINO, nFqkDsAnYs, 230805, 241211
279, Jeffer Domingo, Huertas Abrigo, 63642864, jefferdomingo.huertasabrigo@gmail.com, MASCULINO, uqgSLwzvuH, 231227, 
280, Martha Flor, Guzman Ramos, 86120666, marthaflor.guzmanramos@hotmail.com, FEMENINO, 0y6V9kof8M, 230804, 240117
281, Tracy Alicia, Nicodemos Auccapuma, 11716860, tracyalicia.nicodemosauccapuma@hotmail.com, FEMENINO, VXaCCzvFtL, 230525, 240412
282, Yaretzi Lucia, Alvarado Tompson, 99162742, yaretzilucia.alvaradotompson@hotmail.com, FEMENINO, 0aL8uCTuhx, 231002, 
283, Almendra Miriam, Rodriguez Farfan, 80260828, almendramiriam.rodriguezfarfan@test.com, FEMENINO, eLxSEGSNtF, 230110, 
284, Teresa, Bustamante Gonzalez, 35114636, teresa.bustamantegonzalez@usmp.pe, FEMENINO, 6FwZPACYvk, 230530, 240627
285, Rodrigo Harold, LLantoy Montero, 73781342, rodrigoharold.llantoymontero@example.com, MASCULINO, mMzgEjtrv2, 230916, 
286, Patrick Roy, Aiquipa Ticona, 72330061, patrickroy.aiquipaticona@gmail.com, MASCULINO, FWOQC7aXWz, 231230, 
287, Fernanda, Palomino Abrigo, 52847736, fernanda.palominoabrigo@hotmail.com, FEMENINO, bJ60FpqNY0, 230626, 240929
288, Magaly, Duran Cahuana, 37956199, magaly.durancahuana@usmp.pe, FEMENINO, EUn2m3Q0sU, 230616, 241022
289, Alessandro, Apolinario Echeandia, 73657321, alessandro.apolinarioecheandia@usmp.pe, MASCULINO, mOiYKUKp7A, 240101, 
290, Julio, Picasso Torres, 45340740, julio.picassotorres@hotmail.com, MASCULINO, lX7mXeJwiu, 230530, 240429
291, Aracely, Bayona Pinedo, 57990859, aracely.bayonapinedo@test.com, FEMENINO, x7R5AIXLvF, 230922, 
292, Jessica, Caballero Chavez, 00009577, jessica.caballerochavez@usmp.pe, FEMENINO, PvPog7Nk9y, 230812, 240528
293, Fred Alonso, Berroa Velasquez, 00218486, fredalonso.berroavelasquez@example.com, MASCULINO, 1rs1cWn820, 230315, 
294, Giovanna Diana, Cordova Picasso, 72911969, giovannadiana.cordovapicasso@test.com, FEMENINO, hkxj98JrsF, 230914, 
295, Yasser Roni, Chuchon Carrascal, 78396668, yasserroni.chuchoncarrascal@email.com, MASCULINO, wpDHeTiQGP, 230104, 240616
296, Mariane, Alva Auccapuma, 31537762, mariane.alvaauccapuma@hotmail.com, FEMENINO, IcILBdU9cc, 231016, 240808
297, Shirley Thalia, Montalvan Echeandia, 67675016, shirleythalia.montalvanecheandia@hotmail.com, FEMENINO, fC1YItR9V2, 230509, 
298, Santiago Joaquin, Corrales Ortiz, 11565603, santiagojoaquin.corralesortiz@example.com, MASCULINO, HiwDl7H6Gs, 231101, 241118
299, Eduardo Brandom, Ochoa Rivero, 36498336, eduardobrandom.ochoarivero@usmp.pe, MASCULINO, s4W2vq2Eq1, 230704, 
300, Igor Claudio, Fernandez Aquino, 43866251, igorclaudio.fernandezaquino@usmp.pe, MASCULINO, SFAXvoV0Kq, 230110, 
301, Alicia Flor, Huamantinco Lara, 85502763, aliciaflor.huamantincolara@hotmail.com, FEMENINO, 3MxUPGWEV8, 230105, 240730
302, Fabricio, Chavez Farje, 02965404, fabricio.chavezfarje@test.com, MASCULINO, grGlnGxXJg, 231121, 
303, Angelica, Cherres Davila, 58106208, angelica.cherresdavila@hotmail.com, FEMENINO, tAUouESsUJ, 230816, 240327
304, Joseph Patrick, Gomez Leguia, 61645311, josephpatrick.gomezleguia@test.com, MASCULINO, VxIAx2EF7g, 230509, 
305, Fiorella, Tapia Ramos, 18273064, fiorella.tapiaramos@example.com, FEMENINO, Nrdur8t4Jf, 230113, 
306, Sahori, Prada Cardenas, 90268909, sahori.pradacardenas@hotmail.com, FEMENINO, lNjCMgLoeB, 230731, 240302
307, Paula, Cabrera Flores, 92904749, paula.cabreraflores@gmail.com, FEMENINO, T7OiFUSdQP, 230627, 
308, Araceli, Alaya Roldan, 97396887, araceli.alayaroldan@usmp.pe, FEMENINO, xVeJvrglrZ, 230405, 240629
309, Henry, Caycho Calderon, 35184788, henry.caychocalderon@usmp.pe, MASCULINO, BthimhtAoi, 230614, 
310, Elmer, Poma Serna, 85657794, elmer.pomaserna@test.com, MASCULINO, jffCpv0jDT, 230629, 240301
311, Pedro Alonso, Coaguila Huaman, 46640172, pedroalonso.coaguilahuaman@email.com, MASCULINO, QJQ3hNiMoM, 230215, 240222
312, Ivan Cesar, Bautista Magallan, 26561572, ivancesar.bautistamagallan@gmail.com, MASCULINO, xwFh1NT8cA, 230627, 241206
313, Adriano Patrick, Sullca Lopez, 48033734, adrianopatrick.sullcalopez@example.com, MASCULINO, K2WL99EHSo, 230808, 241124
314, Julia, Viru Marino, 36882447, julia.virumarino@hotmail.com, FEMENINO, dC1q6nJnCE, 231221, 
315, Wilder Harol, Barriga Galindo, 43903711, wilderharol.barrigagalindo@example.com, MASCULINO, XnpbdIsVfI, 230108, 
316, Roxana Nayeli, Quispe Carrasco, 90986095, roxananayeli.quispecarrasco@email.com, FEMENINO, MoSB7qxx3t, 230103, 240305
317, Jahaira, Caballero Gomez, 30519926, jahaira.caballerogomez@test.com, FEMENINO, mFGWVzXQS7, 230515, 240808
318, Omar Emilio, Tamayo Rivas, 00476898, omaremilio.tamayorivas@gmail.com, MASCULINO, UTXw4RBF78, 231121, 
319, Andree Hernando, Ramirez Auccapuma, 82903809, andreehernando.ramirezauccapuma@example.com, MASCULINO, rAALkD1lZQ, 230415, 
320, Paul Felix, Bellido Cano, 32694860, paulfelix.bellidocano@test.com, MASCULINO, k3PBHxq5Vy, 230922, 240920
321, Elvira Yessenia, Araujo Santiago, 38167090, elvirayessenia.araujosantiago@email.com, FEMENINO, KZ7lFYAzlf, 230316, 
322, Paolo Cesar, Palma Baca, 96709158, paolocesar.palmabaca@example.com, MASCULINO, rtokg5Rm0V, 230705, 
323, Erick John, Melendez Altamirano, 59562732, erickjohn.melendezaltamirano@email.com, MASCULINO, O4gzLaEW1K, 231017, 240516
324, Paola, Verastegui Aguero, 20917472, paola.verasteguiaguero@hotmail.com, FEMENINO, jWRkS8lhG3, 230719, 
325, Soledad, Bravo Soria, 26657210, soledad.bravosoria@usmp.pe, FEMENINO, nMsOmY6hRK, 230905, 
326, Ana, Delgado Pastrana, 67581485, ana.delgadopastrana@example.com, FEMENINO, kNUUaa8Zft, 230424, 
327, Lizeth, Masco Rivas, 72549767, lizeth.mascorivas@email.com, FEMENINO, ZDeHkkHpXR, 230608, 
328, Rodrigo Oscar, Barrantes Chavez, 75110420, rodrigooscar.barranteschavez@test.com, MASCULINO, hW8AUxHP28, 231010, 
329, Melani Rosa, Caballero Aliaga, 57876241, melanirosa.caballeroaliaga@example.com, FEMENINO, zCjaoYc1lV, 231115, 240209
330, Eder, Correa Aquino, 99344771, eder.correaaquino@usmp.pe, MASCULINO, jHo4ksZOnR, 230923, 
331, Alfonso, Camacho Maldini, 73438238, alfonso.camachomaldini@hotmail.com, MASCULINO, yWWkBSqcD9, 230607, 
332, Nicole Luisa, Mamani Gonzalez, 93802902, nicoleluisa.mamanigonzalez@usmp.pe, FEMENINO, eggjbJJhPp, 230903, 240919
333, Esther Vanesa, Montalvo Velasquez, 51488744, esthervanesa.montalvovelasquez@example.com, FEMENINO, rsKKsy7PXs, 230511, 
334, Andres Patricio, Anco Perez, 62675710, andrespatricio.ancoperez@example.com, MASCULINO, t2FVnUkk5Z, 230822, 240916
335, Ashly, Castro Benavente, 01011840, ashly.castrobenavente@gmail.com, FEMENINO, imZkme4Eua, 230404, 241102
336, Milagros, Yparraguirre Palomino, 23473899, milagros.yparraguirrepalomino@usmp.pe, FEMENINO, wr1O6LHley, 231228, 241030
337, Manuel, Inca Vega, 79113737, manuel.incavega@gmail.com, MASCULINO, pCvq5FiMzx, 230918, 241023
338, Yonatan, Acevedo Coaguila, 90545313, yonatan.acevedocoaguila@usmp.pe, MASCULINO, GjjW3qhzmF, 230301, 241006
339, Yuli, Corrales Gomez, 49800274, yuli.corralesgomez@hotmail.com, FEMENINO, sKrfs95djj, 231017, 
340, Eva Elizabeth, Duarte Viru, 50522647, evaelizabeth.duarteviru@gmail.com, FEMENINO, Iv0Z6ZGgIq, 230705, 241003
341, Alfonso Andre, Echeandia Camones, 78582992, alfonsoandre.echeandiacamones@usmp.pe, MASCULINO, 4EnJfyKzfH, 230427, 240107
342, Joseph, Salvatierra Ambrosio, 51536554, joseph.salvatierraambrosio@gmail.com, MASCULINO, 2OaHSS4NaX, 230715, 240215
343, Esteban Jesus, Carpio Salvatierra, 92975263, estebanjesus.carpiosalvatierra@hotmail.com, MASCULINO, qkJTK6R6ye, 230628, 
344, Enrique, Nicodemos Correa, 62156634, enrique.nicodemoscorrea@example.com, MASCULINO, aXEmoz51BV, 230308, 
345, Carmen Zoraida, Benavides Arbulu, 67490016, carmenzoraida.benavidesarbulu@test.com, FEMENINO, qaTMc4bXZN, 230625, 
346, Leonardo, Bayona Echeandia, 97418436, leonardo.bayonaecheandia@usmp.pe, MASCULINO, bjRxYIKtJP, 230617, 
347, Fernando, Nino Guizado, 24386416, fernando.ninoguizado@hotmail.com, MASCULINO, 9XHN2w2emq, 230319, 
348, Patricia, Amado Casma, 03698980, patricia.amadocasma@test.com, FEMENINO, cvsLViEU8e, 231007, 240511
349, Roberto, Roldan Aymara, 29333420, roberto.roldanaymara@example.com, MASCULINO, rigeN90cNB, 230731, 240117
350, Alessandra Fernanda, Altamirano Asin, 28730021, alessandrafernanda.altamiranoasin@usmp.pe, FEMENINO, ejG4NtwWie, 230123, 
351, Benjamin, Santiago Arboleda, 02057681, benjamin.santiagoarboleda@gmail.com, MASCULINO, h8FTqCrTD8, 231128, 240602
352, Yitzak Ernesto, Yllanes Velarde, 89454118, yitzakernesto.yllanesvelarde@test.com, MASCULINO, 6frZhTpTUQ, 230915, 241010
353, Sunesis, Quiroz Huertas, 63323398, sunesis.quirozhuertas@email.com, FEMENINO, ur2pbqJc1j, 230617, 240219
354, Elisban, Berrocal Santander, 52011224, elisban.berrocalsantander@test.com, MASCULINO, 5kNDNEp06h, 231123, 240926
355, Karina, Diaz Arpasi, 41770213, karina.diazarpasi@usmp.pe, FEMENINO, l1ydgBcIME, 231205, 241230
356, Carlos Hugo, Barrantes Caceres, 87701080, carloshugo.barrantescaceres@example.com, MASCULINO, Z1Dz6KMaqp, 231116, 
357, Abigail Sunesis, Pastrana Bruna, 55742753, abigailsunesis.pastranabruna@example.com, FEMENINO, rHutrlQI2R, 230618, 240302
358, James, Bravo Marino, 91226616, james.bravomarino@gmail.com, MASCULINO, gseWwvRyUn, 231107, 240401
359, Victoria, Vilchez Montalvo, 75735585, victoria.vilchezmontalvo@gmail.com, FEMENINO, 6QkLAAwgdf, 230421, 240416
360, Mauricio, Escalante Basurco, 90445035, mauricio.escalantebasurco@test.com, MASCULINO, qRObfuOg2R, 230624, 241111
361, Ricardo, Marino Robles, 33507731, ricardo.marinorobles@usmp.pe, MASCULINO, zVOVUaw2zq, 230531, 
362, Javier Emilio, Caycho Barrera, 41087398, javieremilio.caychobarrera@email.com, MASCULINO, MgHOg5xW0a, 230315, 
363, Francisco Paul, Ipanaque Brena, 65192201, franciscopaul.ipanaquebrena@gmail.com, MASCULINO, ZaHYsSklH2, 230506, 240618
364, Tatiana, Balbin Camones, 76557733, tatiana.balbincamones@example.com, FEMENINO, jzpNEishFN, 230110, 240225
365, Mariana Isabel, Cherres Guizado, 91448568, marianaisabel.cherresguizado@email.com, FEMENINO, WlTp0flNc0, 230423, 
366, Emilio Renato, Carrillo Reyes, 80407932, emiliorenato.carrilloreyes@gmail.com, MASCULINO, OmXz6cTqpc, 231030, 240405
367, Milenne Martha, Bordon Mayta, 32180003, milennemartha.bordonmayta@gmail.com, FEMENINO, GKPkaBDY2P, 230324, 240604
368, Jean Tomas, Morante Rodriguez, 66091630, jeantomas.moranterodriguez@example.com, MASCULINO, 9MfylDOlu8, 230126, 
369, Alessandra, Lopez Masco, 38992638, alessandra.lopezmasco@usmp.pe, FEMENINO, 39f8OXaw0a, 230303, 
370, Shantal, Carrasco Campos, 48716466, shantal.carrascocampos@email.com, FEMENINO, LYmxpVuZd9, 230314, 
371, Ronald, Quichiz Farje, 19265862, ronald.quichizfarje@example.com, MASCULINO, fo6Ex7ZgH2, 230325, 241205
372, Amelia Leydi, Santiago Leon, 83592240, amelialeydi.santiagoleon@usmp.pe, FEMENINO, nGXP9KwTNs, 230301, 241116
373, Medaly, Amodeo Lazo, 76478826, medaly.amodeolazo@test.com, FEMENINO, w7LFymYmjF, 230219, 
374, Rous, Apaza Arbulu, 87413137, rous.apazaarbulu@email.com, FEMENINO, 3ANCSPdbCu, 230330, 
375, Shantal Claudia, Sullca Ugarte, 42129777, shantalclaudia.sullcaugarte@email.com, FEMENINO, 4eY3Yn3jA0, 231107, 
376, Yuliana, Martin Pastrana, 39996701, yuliana.martinpastrana@test.com, FEMENINO, Hz1zC9oFzt, 230525, 
377, Brandom, Bruna Abrigo, 63702701, brandom.brunaabrigo@email.com, MASCULINO, EDHdhKQnxe, 230831, 
378, Ada, Bellido Carrasco, 61580087, ada.bellidocarrasco@hotmail.com, FEMENINO, LVmIaCm7gE, 231104, 
379, Igor, Castillo Gonzales, 79859828, igor.castillogonzales@email.com, MASCULINO, 0xH39IRxch, 230809, 241120
380, Helen, Modesto Borda, 20384131, helen.modestoborda@email.com, FEMENINO, TTe21lqNyx, 230710, 
381, Zuleika Stephanie, Santander Llerena, 06502412, zuleikastephanie.santanderllerena@usmp.pe, FEMENINO, wCQo8uZUD7, 230104, 
382, Ernesto Frederick, Arapa Abanto, 09654624, ernestofrederick.arapaabanto@email.com, MASCULINO, uSyuYFAd4u, 230627, 240820
383, Franchesco Billie, Carrillo Valderrama, 35818489, franchescobillie.carrillovalderrama@hotmail.com, MASCULINO, unJLRYLKYt, 230815, 
384, Dario, Dominguez Churampi, 83361975, dario.dominguezchurampi@gmail.com, MASCULINO, JbbPjE8An2, 230411, 241119
385, Karla, Perez Arenas, 55189680, karla.perezarenas@test.com, FEMENINO, 9wEcUA1h2V, 230127, 
386, Almendra Darinka, Carpio Bances, 89770857, almendradarinka.carpiobances@usmp.pe, FEMENINO, RxlKtezZV4, 231207, 
387, Luna Isabel, Alaya Ugarte, 20044166, lunaisabel.alayaugarte@email.com, FEMENINO, agAfLtn4CA, 230824, 
388, Natalia, Quispe Arratia, 98389203, natalia.quispearratia@example.com, FEMENINO, 1qlmFFkIBV, 230511, 240314
389, Benjamin, Caycho Sangama, 44140423, benjamin.caychosangama@usmp.pe, MASCULINO, Mgl2TVeSxN, 231213, 
390, Giannina Yohana, Huaman Palacios, 29136204, gianninayohana.huamanpalacios@usmp.pe, FEMENINO, PRxRl0jNqW, 230422, 241124
391, Eva Dafne, Ayrampo Bances, 95494040, evadafne.ayrampobances@hotmail.com, FEMENINO, TNuAPqiS7S, 231201, 240605
392, Sam Antonella, Balcazar Basurco, 52424973, samantonella.balcazarbasurco@test.com, FEMENINO, dBhPFzEs8q, 230603, 240728
393, Jasmin Angelina, Aquino Espinoza, 10680133, jasminangelina.aquinoespinoza@example.com, FEMENINO, jRiu7Cxu2R, 230418, 
394, Lorenzo Jair, Rodriguez Amancay, 28640879, lorenzojair.rodriguezamancay@hotmail.com, MASCULINO, zly8eT2q1F, 231118, 
395, Guillermo, Caballero Alba, 48926238, guillermo.caballeroalba@usmp.pe, MASCULINO, 4AoRy6rjGa, 230203, 240317
396, Javier, Cherres Inca, 37814790, javier.cherresinca@test.com, MASCULINO, nO5ydfdEiS, 230921, 240818
397, Gladys, Rebolledo Abad, 04298568, gladys.rebolledoabad@example.com, FEMENINO, 98uwLc8IYh, 230103, 240422
398, Carla, Ayrampo Ortega, 14564748, carla.ayrampoortega@usmp.pe, FEMENINO, dyMTFB0tmC, 230516, 
399, Yannella, Abrigo Martinez, 13077791, yannella.abrigomartinez@usmp.pe, FEMENINO, hOWt5PdkZe, 230423, 
400, Jhonny Ignacio, Calderon Rengifo, 29707030, jhonnyignacio.calderonrengifo@gmail.com, MASCULINO, Gi91jF8miA, 230518, 
401, Helen, Baldoceda Espinoza, 17372675, helen.baldocedaespinoza@hotmail.com, FEMENINO, IUyScW9AVi, 230420, 
402, Angela Paola, Martin Galindo, 79744489, angelapaola.martingalindo@test.com, FEMENINO, xvkpDM1D8Z, 230801, 240128
403, Mariana Angelica, Montalvan Arias, 79460886, marianaangelica.montalvanarias@hotmail.com, FEMENINO, IKNupepgjr, 230512, 240331
404, Jacob Arnold, Arrazola Nicodemos, 40339938, jacobarnold.arrazolanicodemos@usmp.pe, MASCULINO, 1hA4WLMqwZ, 230528, 
405, Claudio Fabian, Nicodemos Carrascal, 77201162, claudiofabian.nicodemoscarrascal@email.com, MASCULINO, TnTHIWnkb8, 230221, 240329
406, Daniela Antonella, Quiroz Aguero, 76219765, danielaantonella.quirozaguero@email.com, FEMENINO, LkKvgCZnrN, 230621, 
407, Mario, Delgado Coaguila, 70813582, mario.delgadocoaguila@usmp.pe, MASCULINO, Vgdzgc3yn7, 230919, 
408, Emilio, Huaman Palacios, 81686369, emilio.huamanpalacios@example.com, MASCULINO, rfPxLFLtB6, 231002, 
409, Wilmer Marcelo, Villalobos Bejarano, 04586816, wilmermarcelo.villalobosbejarano@example.com, MASCULINO, tNetqMRZ2l, 230528, 240703
410, Nestor, Ramos Borda, 46292263, nestor.ramosborda@test.com, MASCULINO, 1gMhroalyv, 230902, 
411, Gustavo, Basilio Chavez, 54779921, gustavo.basiliochavez@usmp.pe, MASCULINO, 5W4Ql0kqva, 230418, 
412, Ronaldo, Santander Vilcayauri, 37187924, ronaldo.santandervilcayauri@example.com, MASCULINO, QgbRrIYTOd, 230427, 
413, Yahaira, Ramirez Carrillo, 49618336, yahaira.ramirezcarrillo@email.com, FEMENINO, jzRNXc76Hi, 231018, 240901
414, Alonso Tito, Caycho Berrocal, 66822350, alonsotito.caychoberrocal@email.com, MASCULINO, k6TWuTnjnS, 230205, 
415, James Gustavo, Andrade Ninalaya, 13256735, jamesgustavo.andradeninalaya@hotmail.com, MASCULINO, mAJYAcFdBO, 230831, 240424
416, Pablo, Coaguila Reyes, 96799533, pablo.coaguilareyes@example.com, MASCULINO, LGJTVqBaQF, 231213, 
417, Lucas Aaron, Perez Cherres, 56094484, lucasaaron.perezcherres@email.com, MASCULINO, Hmqkfs67cQ, 230620, 
418, Gonzalo, Asin Ayala, 88801487, gonzalo.asinayala@example.com, MASCULINO, Y1AgfaCTZo, 230108, 
